MAKE_MODEL_CODE,MODEL_DESC,A,B,D,E,MODEL_DESC_DETAIL,ACOR_TOTAL
FTRW,FORDTRAW,0,1,1,0,FORDTRAW,10545
,FORDTAU2,1,0,0,1,FORDTAU2,22193
HYSL,HYUNSONA,0,0,0,1,HYUNSONA,12408
CHIP,CHEVIMPL,0,1,1,1,CHEVIMPL,8697
FFE5,FORDFIE5,0,1,1,0,FORDFIE5,6874
KS74,KIA SO74,0,1,0,0,KIA SO74,53791
MA6I,MAZD6SED,1,1,0,1,MAZD6SED,29895
CHCZ,CHEVCRUZ,0,0,0,1,CHEVCRUZ,5548
CHE2,CHEVEQU2,1,0,1,0,CHEVEQU2,6801
FEXP,FORDEXPL,1,1,1,1,FORDEXPL,7391
FOEP,FORDESCA,0,0,1,1,FORDESCA,6659
HYEL,HYUNELAN,1,1,1,1,HYUNELAN,7736
CHTA,CHEVTAHO,0,0,1,0,CHEVTAHO,1081
BUEN,BUICK ENCLAVE 2WD,0,0,1,1,BUICK ENCLAVE 2WD,508
CTWN,CHRYTOWN,1,1,1,0,CHRYTOWN,324
FOXL,FORDEXL4,0,0,0,1,FORDEXL4,1175
BX3I,BMW BMX3,0,0,0,1,BMW BMX3,864
NIAL,NISSALTI,0,0,1,0,NISSALTI,3983
CX5F,MAZDCX5F,0,1,1,0,MAZDCX5F,361
DOGC,DODGGRCA,1,1,1,0,DODGGRCA,490
FTA2,FORDTAU2,1,1,1,0,FORDTAU2,98
HYSL,HYUNSONA,1,0,1,1,HYUNSONA,2532
NIVS,NISSVRSA,0,1,0,0,NISSVRSA,832
CTWN,CHRYTOWN,1,1,0,0,CHRYTOWN,4128
JEPA,JEEPPATR,0,0,1,1,JEEPPATR,1735
HYEL,HYUNELAN,1,0,0,1,HYUNELAN,2414
BREG,BUICREGL,0,1,0,0,BUICREGL,706
KIFO,KIA FORT,0,1,0,0,KIA FORT,1865
FEXP,FORDEXPL,0,0,1,1,FORDEXPL,3354
CCAT,CHEVCAPT,0,0,0,0,CHEVCAPT,1693
KIFO,KIA FORT,1,1,1,0,KIA FORT,5209
KISL,KIA SOUL,1,0,0,1,KIA SOUL,1407
CHSU,CHEVSUBU,0,1,0,1,CHEVSUBU,2431
CHS4,CHEVSON4,0,0,1,1,CHEVSON4,1291
CTA2,CHEVTAH2,1,0,1,1,CHEVTAH2,1872
FEXP,FORDEXPL,0,1,1,1,FORDEXPL,31275
NIVH,NISSVRHA,1,1,0,0,NISSVRHA,402
KIFO,KIA FORT,0,0,1,1,KIA FORT,2446
MA6I,MAZD6SED,0,1,0,0,MAZD6SED,1727
NIVS,NISSVRSA,0,0,0,1,NISSVRSA,999
CHIM,CHEVIMPA,0,1,1,0,CHEVIMPA,552
CSU2,CHEVY SUBURBAN 2WD,0,1,0,0,CHEVY SUBURBAN 2WD,405
NIVS,NISSAN VERSA,1,0,0,1,NISSAN VERSA,2002
FTRW,FORDTRAW,0,1,1,1,FORDTRAW,8540
VWBE,VOLKBEET,0,1,1,0,VOLKBEET,796
FTA2,FORDTAU2,0,0,0,0,FORDTAU2,1201
FOEP,FORDESCA,1,1,0,1,FORDESCA,1681
CHIM,CHEVIMPA,1,1,0,1,CHEVIMPA,2175
DOGC,DODGGRCA,0,1,1,1,DODGGRCA,358
HYEL,HYUNELAN,0,1,0,0,HYUNELAN,582
FOFN,FORDFUSI,1,1,0,0,FORDFUSI,786
VOXF,VOLVXC6F,0,1,1,0,VOLVXC6F,563
KIRO,KIA RIO 4DR SEDAN,0,1,1,1,KIA RIO 4DR SEDAN,897
CHSS,CHEVCAMS,0,1,1,0,CHEVCAMS,1170
,FORDESC2,1,1,0,1,FORDESC2,3511
FOE2,FORDESC2,1,1,0,0,FORDESC2,687
CHSU,CHEVSUBU,1,0,0,1,CHEVSUBU,1412
FMSN,FORDMUST,0,0,1,0,FORDMUST,169
HYEL,HYUNELAN,1,1,0,0,HYUNELAN,2637
VWJE,VOLKJETT,1,0,0,1,VOLKJETT,1299
CCAT,CHEVCAPT,0,1,1,1,CHEVCAPT,755
FEXP,FORDEXPL,1,1,1,0,FORDEXPL,29850
VWJE,VOLKJETT,0,1,1,0,VOLKJETT,11343
KISL,KIA SOUL,1,1,1,0,KIA SOUL,847
KIFO,KIA FORT,0,1,0,1,KIA FORT,621
HYSL,HYUNSONA,0,0,1,1,HYUNSONA,378
KIS2,KIA SPO2,1,0,0,1,KIA SPO2,372
FTA2,FORDTAU2,0,1,0,1,FORDTAU2,1967
CCAT,CHEVCAPT,0,0,0,0,CHEVCAPT,1393
CTWN,CHRYTOWN,1,0,1,1,CHRYTOWN,613
LIMZ,LINC MKZ,1,1,1,0,LINC MKZ,1272
CHIP,CHEVIMPL,1,1,0,1,CHEVIMPL,1094
CTWN,CHRYTOWN,1,0,1,1,CHRYTOWN,1773
FEXP,FORDEXPL,0,0,0,0,FORDEXPL,478
HYSL,HYUNSONA,1,0,1,1,HYUNSONA,338
CHSU,CHEVSUBU,0,0,1,0,CHEVSUBU,728
FOFN,FORDFUSI,0,0,1,0,FORDFUSI,1331
FOFN,FORDFUSI,1,1,0,1,FORDFUSI,153
NIAL,NISSALTI,1,0,0,0,NISSALTI,2776
CHIP,CHEVIMPL,1,1,0,0,CHEVIMPL,1834
CHCM,CHEVCAMA,0,1,1,0,CHEVCAMA,932
HYSL,HYUNDAI SONATA  4DR/5PSGR,1,0,1,1,HYUNDAI SONATA  4DR/5PSGR,2253
KIOP,KIA OPTIMA,0,0,1,1,KIA OPTIMA,707
CHTV,CHEVTRAV,0,0,0,1,CHEVTRAV,2201
FTRW,FORDTRAW,1,0,0,0,FORDTRAW,2756
CTWN,CHRYTOWN,0,0,1,0,CHRYTOWN,5560
FOE2,FORD ESCAPE 2WD,0,1,0,0,FORD ESCAPE 2WD,543
MA3S,MAZD3SED,0,0,1,0,MAZD3SED,1033
FEX2,FORDEXL2,1,1,0,1,FORDEXL2,3162
CHCZ,CHEVCRUZ,1,0,1,0,CHEVCRUZ,980
NIVS,NISSAN VERSA,0,1,0,1,NISSAN VERSA,1873
QX6F,INFIQX6F,0,0,1,1,INFIQX6F,668
HYSL,HYUNSONA,1,0,1,0,HYUNSONA,29492
HYEL,HYUNELAN,0,1,1,1,HYUNELAN,1125
KIOP,KIA OPTIMA,1,0,1,1,KIA OPTIMA,10707
FOFN,FORDFUSI,1,0,0,1,FORDFUSI,547
CMRY,TOYOCAMR,0,1,0,0,TOYOCAMR,520
KISL,KIA SOUL,1,0,0,0,KIA SOUL,1081
V60F,VOLVV60F,0,0,1,0,VOLVV60F,1967
NIAL,NISSALTI,0,0,0,0,NISSALTI,2615
MILC,MITSLANC,0,0,1,1,MITSLANC,1240
NIAL,NISSALTI,1,0,0,1,NISSALTI,237
CTA2,CHEVTAH2,1,1,1,1,CHEVTAH2,1406
LIMZ,LINC MKZ,1,0,1,1,LINC MKZ,389
TOS4,TOYOSEQ4,0,1,1,0,TOYOSEQ4,515
FEX2,FORDEXL2,0,1,0,1,FORDEXL2,1101
MA3S,MAZD3SED,0,1,1,1,MAZD3SED,1522
KIOP,KIA OPTI,0,1,0,0,KIA OPTI,301
VOXF,VOLVXC6F,1,0,1,0,VOLVXC6F,952
FOFN,FORDFUSI,1,0,0,0,FORDFUSI,859
DOGC,DODGGRCA,0,0,1,1,DODGGRCA,421
DOGC,DODGGRCA,0,0,0,1,DODGGRCA,228
HYSL,HYUNSONA,1,1,1,0,HYUNSONA,166
FFET,FORDFIES,1,1,1,1,FORDFIES,2070
HYEL,HYUNDAI ELANTRA SEDAN 4DR,0,0,1,1,HYUNDAI ELANTRA SEDAN 4DR,885
MILC,MITSLANC,1,1,1,1,MITSLANC,425
528X,BMW 528X,1,0,0,0,BMW 528X,2317
KIOP,KIA OPTI,1,0,0,0,KIA OPTI,315
CHSU,CHEVSUBU,1,1,1,0,CHEVSUBU,1381
FEXP,FORDEXPL,1,0,1,0,FORDEXPL,1219
CCAT,CHEVCAPT,0,0,1,1,CHEVCAPT,432
KISL,KIA SOUL,1,0,0,0,KIA SOUL,592
740I,BMW 740I,1,1,1,0,BMW 740I,597
HYSL,HYUNSONA,1,1,1,0,HYUNSONA,0
KIOP,KIA OPTI,0,1,0,1,KIA OPTI,494
BUE4,BUICENC4,0,0,1,0,BUICENC4,673
HYSL,HYUNSONA,0,1,1,0,HYUNSONA,2095
FOFN,FORDFUSI,1,0,1,0,FORDFUSI,2274
HYEL,HYUNELAN,1,0,0,1,HYUNELAN,4979
CHT4,CHEVTRA4,0,0,1,0,CHEVTRA4,1334
FTRW,FORDTRAW,0,1,0,0,FORDTRAW,897
XCCZ,CHEVCRUZ,1,0,1,1,CHEVCRUZ,1286
CATR,CADIATSR,1,0,0,0,CADIATSR,854
CHEQ,CHEVEQUI,1,1,1,0,CHEVEQUI,1180
CHMA,CHEVMALI,1,0,0,0,CHEVMALI,1530
HYEL,HYUNDAI ELANTRA SEDAN 4DR,1,1,1,1,HYUNDAI ELANTRA SEDAN 4DR,6231
HYAK,HYUNACCE,1,1,0,0,HYUNACCE,14227
KIS2,KIA SPO2,0,0,1,0,KIA SPO2,14414
CHIP,CHEVIMPL,1,1,0,1,CHEVIMPL,22190
FTA2,FORDTAU2,0,1,0,0,FORDTAU2,12170
KIFO,KIA FORTE,0,1,1,1,KIA FORTE,1939
HYSL,HYUNSONA,0,1,1,1,HYUNSONA,13896
FFE5,FORDFIE5,1,1,0,0,FORDFIE5,4690
CX5F,MAZDA CX-5 FWD,1,1,1,0,MAZDA CX-5 FWD,3235
FTRW,FORDTRAW,1,1,0,1,FORDTRAW,5908
LIMZ,LINC MKZ,1,0,0,0,LINC MKZ,16052
CTWN,CHRYTOWN,1,0,0,1,CHRYTOWN,7374
MA6I,MAZD6SED,1,1,0,1,MAZD6SED,6512
FTRW,FORDTRAW,0,0,1,0,FORDTRAW,11984
FOE2,FORDESC2,1,1,0,0,FORDESC2,7355
CCAT,CHEVCAPT,1,0,0,0,CHEVCAPT,1045
FOE2,FORDESC2,0,0,1,0,FORDESC2,1616
FOE2,FORDESC2,0,1,1,0,FORDESC2,1033
CHTA,CHEVTAHO,1,1,1,1,CHEVTAHO,1026
LIMZ,LINC MKZ,1,1,1,1,LINC MKZ,1280
FEX2,FORDEXL2,0,1,1,0,FORDEXL2,444
CCAT,CHEVCAPT,1,0,1,0,CHEVCAPT,314
KIOP,KIA OPTI,0,0,0,1,KIA OPTI,3180
FFET,FORDFIES,0,1,1,0,FORDFIES,552
HYEL,HYUNELAN,0,0,0,0,HYUNELAN,518
LIMZ,LINC MKZ,1,1,1,1,LINC MKZ,685
FOE2,FORDESC2,0,1,0,1,FORDESC2,540
HYSL,HYUNSONA,0,1,1,0,HYUNSONA,594
CTWN,CHRYTOWN,0,0,1,0,CHRYTOWN,824
CX5F,MAZDCX5F,1,1,0,1,MAZDCX5F,641
CHCZ,CHEVCRUZ,0,1,1,1,CHEVCRUZ,178
HYSL,HYUNSONA,0,1,1,0,HYUNSONA,1131
CHS4,CHEVSON4,1,1,0,1,CHEVSON4,481
HYAK,HYUNACCE,0,0,1,1,HYUNACCE,801
GMT2,GMC TER2,1,0,0,1,GMC TER2,588
CTWN,CHRYTOWN,1,0,1,0,CHRYTOWN,530
KIS2,KIA SPO2,1,1,1,0,KIA SPO2,9360
CATR,CADIATSR,0,1,0,1,CADIATSR,984
CH2S,CHRY200S,1,1,0,1,CHRY200S,12730
KIOP,KIA OPTI,0,1,0,1,KIA OPTI,918
NIVS,NISSVRSA,1,1,0,0,NISSVRSA,1851
DOGC,DODGGRCA,1,1,1,1,DODGGRCA,100
HYTU,HYUNTUCS,0,0,0,1,HYUNTUCS,547
CHTA,CHEVTAHO,1,1,0,0,CHEVTAHO,1601
VWJE,VOLKJETT,1,0,0,0,VOLKJETT,4835
NIVS,NISSVRSA,1,0,0,0,NISSVRSA,365
CTWN,CHRYTOWN,1,1,1,0,CHRYTOWN,530
HYSL,HYUNSONA,0,1,1,1,HYUNSONA,390
KIFO,KIA FORT,1,0,1,0,KIA FORT,376
FTA2,FORDTAU2,0,0,1,0,FORDTAU2,12506
FTA2,FORD TAURUS LTD FWD,1,1,1,0,FORD TAURUS LTD FWD,254
KIOP,KIA OPTI,0,0,1,1,KIA OPTI,199
KIFO,KIA FORT,1,1,1,1,KIA FORT,637
CX5F,MAZDA CX-5 FWD,0,0,1,1,MAZDA CX-5 FWD,315
FOL2,FORDEL2W,0,0,1,1,FORDEL2W,1176
FOE2,FORDESC2,1,1,1,1,FORDESC2,1685
NIAL,NISSALTI,0,1,0,0,NISSALTI,445
JEPA,JEEPPATR,0,0,1,0,JEEPPATR,633
DOGC,DODGGRCA,0,1,0,1,DODGGRCA,1430
KISS,KIA SPOR,1,0,1,0,KIA SPOR,2250
FOE2,FORDESC2,0,1,0,0,FORDESC2,597
HYEL,HYUNELAN,1,1,1,0,HYUNELAN,591
KIOP,KIA OPTI,0,1,1,0,KIA OPTI,1086
DOGC,DODGGRCA,0,1,1,1,DODGGRCA,70
CCAT,CHEVCAPT,1,0,0,0,CHEVCAPT,317
NIAL,NISSALTI,0,0,0,1,NISSALTI,478
FMSN,FORDMUST,1,1,0,1,FORDMUST,2715
FEXP,FORDEXPL,0,1,1,1,FORDEXPL,3363
CTWN,CHRYTOWN,1,1,1,0,CHRYTOWN,203
CHIP,CHEVIMPL,0,0,1,1,CHEVIMPL,1231
KIFO,KIA FORT,0,1,0,1,KIA FORT,2485
KIS2,KIA SPO2,1,1,1,0,KIA SPO2,1543
CHTA,CHEVROLET TAHOE 4WD,1,1,0,1,CHEVROLET TAHOE 4WD,996
CTWN,CHRYTOWN,1,1,0,1,CHRYTOWN,578
FOXL,FORDEXL4,0,0,1,0,FORDEXL4,1276
KIOP,KIA OPTI,0,0,0,1,KIA OPTI,2116
HYEL,HYUNELAN,1,1,0,0,HYUNELAN,758
HYSL,HYUNSONA,0,1,1,0,HYUNSONA,754
CTWN,CHRYTOWN,1,0,0,0,CHRYTOWN,2524
CHCZ,CHEVCRUZ,1,1,0,1,CHEVCRUZ,1639
V60F,VOLVV60F,0,0,0,1,VOLVV60F,661
FOXL,FORDEXL4,1,0,1,1,FORDEXL4,848
DOGC,DODGGRCA,0,0,1,1,DODGGRCA,727
DOJO,DODGJOUR,1,0,0,0,DODGJOUR,1112
FTA2,FORDTAU2,0,0,0,1,FORDTAU2,2517
KISN,KIA SORE,1,1,0,1,KIA SORE,494
FTRW,FORDTRAW,0,1,0,1,FORDTRAW,366
FFE5,FORDFIE5,1,1,1,1,FORDFIE5,512
CH2S,CHRYSLER 200 SEDAN,0,0,0,1,CHRYSLER 200 SEDAN,1051
FTA2,FORD TAURUS LTD FWD,0,0,1,1,FORD TAURUS LTD FWD,1992
HYSL,HYUNDAI SONATA  4DR/5PSGR,0,0,0,0,HYUNDAI SONATA  4DR/5PSGR,764
FFE5,FORDFIE5,1,0,1,1,FORDFIE5,2642
CMPS,JEEPCMPS,1,0,0,0,JEEPCMPS,2969
FOFN,FORDFUSI,0,0,1,1,FORDFUSI,795
FTRW,FORDTRAW,1,0,1,0,FORDTRAW,666
MA6I,MAZD6SED,0,0,0,0,MAZD6SED,2050
528X,BMW 528X,0,0,1,0,BMW 528X,1060
CHT4,CHEVTRA4,0,1,0,0,CHEVTRA4,5575
KIOP,KIA OPTI,1,0,1,0,KIA OPTI,4118
CATR,CADILLAC ATS RWD,1,0,0,1,CADILLAC ATS RWD,425
FEXP,FORDEXPL,0,0,0,1,FORDEXPL,801
CX5F,MAZDCX5F,1,0,0,0,MAZDCX5F,3264
FTRW,FORDTRAW,0,1,1,0,FORDTRAW,2709
FOFN,FORDFUSI,0,0,1,0,FORDFUSI,1813
CTWN,CHRYTOWN,0,1,1,1,CHRYTOWN,964
CHIP,CHEVIMPL,0,1,0,1,CHEVIMPL,1577
HYSL,HYUNSONA,0,1,1,0,HYUNSONA,471
HYEL,HYUNELAN,0,0,0,1,HYUNELAN,1092
CCAT,CHEVCAPT,0,0,1,0,CHEVCAPT,6176
CHIP,CHEVIMPL,1,0,0,0,CHEVIMPL,675
CHIP,CHEVIMPL,1,0,0,1,CHEVIMPL,375
CHSU,CHEVSUBU,1,1,1,1,CHEVSUBU,2379
FOFN,FORDFUSI,1,0,1,1,FORDFUSI,911
KS74,KIA SO74,1,0,1,0,KIA SO74,7808
HYEL,HYUNELAN,1,1,1,0,HYUNELAN,1266
NIAL,NISSALTI,0,1,1,1,NISSALTI,1296
528X,BMW 528X,1,0,0,0,BMW 528X,8424
HYEL,HYUNDAI ELANTRA SEDAN 4DR,1,1,1,1,HYUNDAI ELANTRA SEDAN 4DR,3670
FOFN,FORDFUSI,0,0,1,0,FORDFUSI,370
CTWN,CHRYTOWN,1,0,1,0,CHRYTOWN,10624
TOYB,TOYOCRLA,1,0,0,1,TOYOCRLA,1145
DOD2,DODGDUR2,1,0,1,0,DODGDUR2,434
HYSL,HYUNSONA,0,1,1,0,HYUNSONA,875
XFUS,FORDFUSI,1,0,0,1,FORDFUSI,2014
TOYB,TOYOCRLA,0,0,0,1,TOYOCRLA,2146
FFET,FORDFIES,1,0,1,1,FORDFIES,1263
CHS4,CHEVSON4,1,0,0,1,CHEVSON4,639
HYSA,HYUNSAN2,1,0,0,1,HYUNSAN2,1658
FOFN,FORDFUSI,0,0,0,0,FORDFUSI,2598
HYEL,HYUNELAN,1,1,1,1,HYUNELAN,901
FTRW,FORDTRAW,1,0,1,0,FORDTRAW,1205
HYEL,HYUNELAN,1,0,0,1,HYUNELAN,429
HYSL,HYUNSONA,1,0,0,0,HYUNSONA,4616
HYEL,HYUNELAN,0,0,1,1,HYUNELAN,7140
HYEL,HYUNELAN,0,0,0,0,HYUNELAN,429
KCAD,KIA CADE,0,0,0,0,KIA CADE,697
FTRW,FORDTRAW,0,0,1,0,FORDTRAW,20115
CATR,CADIATSR,1,0,0,1,CADIATSR,5424
CTWN,CHRYTOWN,0,1,1,0,CHRYTOWN,4835
CCAT,CHEVCAPT,1,1,1,0,CHEVCAPT,14541
FOXL,FORDEXL4,0,1,0,0,FORDEXL4,9571
MA6I,MAZD6SED,1,0,1,1,MAZD6SED,36950
HYEL,HYUNELAN,0,1,1,0,HYUNELAN,1306
VO60,VOLVO S60 FWD,0,0,1,0,VOLVO S60 FWD,2454
VWJE,VOLKJETT,1,0,1,0,VOLKJETT,8024
HYTN,HYUNTUC2,0,0,1,1,HYUNTUC2,1350
HYSL,HYUNSONA,0,0,1,1,HYUNSONA,2554
CHSU,CHEVSUBU,1,0,0,0,CHEVSUBU,3656
CHTA,CHEVTAHO,1,1,1,1,CHEVTAHO,416
NIAL,NISSALTI,0,1,0,0,NISSALTI,4543
KS74,KIA SO74,0,0,0,1,KIA SO74,1008
CCAT,CHEVCAPT,1,1,0,1,CHEVCAPT,684
VWJE,VOLKJETT,1,0,0,0,VOLKJETT,702
KIFO,KIA FORT,0,1,1,0,KIA FORT,1012
NIAL,NISSALTI,1,0,0,1,NISSALTI,518
FOE2,FORDESC2,0,1,0,0,FORDESC2,1017
CTWN,CHRYTOWN,0,0,1,1,CHRYTOWN,346
CTWN,CHRYTOWN,1,0,0,0,CHRYTOWN,3476
MGL4,MERCGL45,1,0,1,1,MERCGL45,1428
LIMX,LINC MKX,0,1,1,0,LINC MKX,645
KIOP,KIA OPTI,0,0,0,0,KIA OPTI,9630
FOE2,FORDESC2,0,0,0,0,FORDESC2,80
FTA2,FORDTAU2,0,1,0,0,FORDTAU2,2452
CHIP,CHEVIMPL,0,0,0,1,CHEVIMPL,3192
DOGC,DODGGRCA,1,0,0,1,DODGGRCA,9471
FEX2,FORDEXL2,1,1,1,0,FORDEXL2,2974
FTRW,FORDTRAW,0,1,0,1,FORDTRAW,350
FOEP,FORDESCA,0,1,1,1,FORDESCA,833
KISL,KIA SOUL,1,1,1,1,KIA SOUL,3957
HYEL,HYUNELAN,1,1,1,1,HYUNELAN,317
CHS4,CHEVSON4,0,1,0,1,CHEVSON4,945
DOJ2,DODGJOU2,0,0,1,1,DODGJOU2,1261
CHIM,CHEVIMPA,1,0,1,1,CHEVIMPA,345
FTRW,FORDTRAW,0,1,1,0,FORDTRAW,3033
CHEQ,CHEVEQUI,1,0,0,0,CHEVEQUI,840
KIOP,KIA OPTI,1,0,1,0,KIA OPTI,2317
FTRW,FORDTRAW,1,0,0,0,FORDTRAW,337
DOGC,DODGGRCA,0,1,1,1,DODGGRCA,923
CHCZ,CHEVCRUZ,1,0,0,1,CHEVCRUZ,1732
HYSL,HYUNSONA,0,0,0,1,HYUNSONA,2096
FEXP,FORDEXPL,1,0,1,1,FORDEXPL,231
FMUC,FORDMUSC,1,0,1,0,FORDMUSC,702
MGL4,MERCGL45,0,0,0,1,MERCGL45,474
,KIA SO74,1,0,0,0,KIA SO74,461
CTWN,CHRYTOWN,0,1,0,1,CHRYTOWN,133
CTWN,CHRYTOWN,1,0,0,1,CHRYTOWN,1662
CX5F,MAZDCX5F,1,1,1,1,MAZDCX5F,610
CHCM,CHEVCAMA,0,0,0,1,CHEVCAMA,3001
HYSL,HYUNSONA,0,0,0,1,HYUNSONA,1400
DOGC,DODGGRCA,1,0,0,0,DODGGRCA,543
FOFN,FORDFUSI,1,0,0,1,FORDFUSI,1023
MA6I,MAZD6SED,1,1,0,1,MAZD6SED,3304
FTRW,FORDTRAW,1,1,0,1,FORDTRAW,836
KIOP,KIA OPTI,0,1,1,0,KIA OPTI,1095
CHMA,CHEVMALI,1,1,1,1,CHEVMALI,307
CHEQ,CHEVEQUI,1,1,1,0,CHEVEQUI,631
FTRW,FORDTRAW,0,0,0,1,FORDTRAW,870
CHIM,CHEVIMPA,1,1,0,1,CHEVIMPA,1987
HYEL,HYUNDAI ELANTRA SEDAN 4DR,0,1,1,1,HYUNDAI ELANTRA SEDAN 4DR,355
HYEL,HYUNELAN,1,1,1,1,HYUNELAN,4070
HYEL,HYUNELAN,0,0,0,0,HYUNELAN,659
HYSL,HYUNDAI SONATA  4DR/5PSGR,1,1,1,1,HYUNDAI SONATA  4DR/5PSGR,295
NIVH,NISSVRHA,1,1,0,0,NISSVRHA,749
CHS5,CHEVSON5,0,0,1,1,CHEVSON5,351
DOGC,DODGGRCA,0,0,1,0,DODGGRCA,861
FTRW,FORDTRAW,0,0,0,0,FORDTRAW,1720
CHTA,CHEVTAHO,0,1,1,1,CHEVTAHO,1680
BUE4,BUICENC4,0,1,0,0,BUICENC4,745
CATR,CADILLAC ATS RWD,1,1,0,1,CADILLAC ATS RWD,1546
FOFN,FORDFUSI,0,1,0,1,FORDFUSI,593
HYEL,HYUNELAN,0,1,1,0,HYUNELAN,2472
528X,BMW 528XI SEDAN,1,0,1,1,BMW 528XI SEDAN,1775
NIAL,NISSALTI,1,1,0,0,NISSALTI,538
FOFN,FORDFUSI,1,0,1,0,FORDFUSI,900
GMT2,GMC TER2,0,0,0,1,GMC TER2,1183
CTWN,CHRYTOWN,1,0,1,0,CHRYTOWN,828
NIAL,NISSALTI,1,1,1,1,NISSALTI,917
VWJE,VOLKJETT,0,1,0,0,VOLKJETT,933
CCAT,CHEVCAPT,1,1,1,0,CHEVCAPT,355
CHCM,CHEVCAMA,1,0,0,1,CHEVCAMA,1656
FOEP,FORDESCA,0,0,1,1,FORDESCA,24640
KIOP,KIA OPTI,1,0,1,0,KIA OPTI,2662
NIAL,NISSALTI,1,0,0,0,NISSALTI,4105
DOGC,DODGGRCA,0,0,0,0,DODGGRCA,14522
FMSN,FORDMUST,0,0,0,0,FORDMUST,1837
FMSN,FORDMUST,1,0,0,0,FORDMUST,1138
HYEL,HYUNELAN,1,1,0,1,HYUNELAN,1160
NIAL,NISSALTI,1,0,0,1,NISSALTI,574
FEXP,FORDEXPL,0,0,1,1,FORDEXPL,93
HYSL,HYUNSONA,1,0,0,0,HYUNSONA,884
HYEL,HYUNELAN,1,0,0,0,HYUNELAN,423
DOGC,DODGGRCA,1,0,0,0,DODGGRCA,357
NIAL,NISSALTI,0,0,1,0,NISSALTI,967
CHIM,CHEVIMPA,0,1,1,1,CHEVIMPA,427
BREG,BUICREGL,0,0,0,0,BUICREGL,1094
CXTF,CADIXTSF,1,1,1,0,CADIXTSF,8105
XB52,BMW 528I,0,1,1,1,BMW 528I,735
KIOP,KIA OPTI,0,1,1,0,KIA OPTI,2367
XHGL,HYUNSOGL,0,0,1,1,HYUNSOGL,538
KIFO,KIA FORT,1,1,0,1,KIA FORT,9310
X20C,CHRY200C,1,0,0,0,CHRY200C,148
XCMA,CHEVMALI,1,0,1,1,CHEVMALI,25484
XDGC,DODGGRCA,0,0,1,1,DODGGRCA,245
FTA2,FORDTAU2,1,0,1,1,FORDTAU2,267
KS74,KIA SO74,0,0,0,1,KIA SO74,4472
CHCZ,CHEVCRUZ,0,0,1,0,CHEVCRUZ,1335
FOE2,FORDESC2,0,0,1,1,FORDESC2,148
CHEQ,CHEVEQUI,1,1,0,1,CHEVEQUI,113
CHE2,CHEVEQU2,1,1,0,0,CHEVEQU2,11622
KIOP,KIA OPTI,0,0,0,0,KIA OPTI,4876
NIAL,NISSALTI,1,1,1,0,NISSALTI,3776
CMRY,TOYOCAMR,1,0,0,1,TOYOCAMR,22835
KIOP,KIA OPTI,1,0,1,1,KIA OPTI,6578
CSU2,CHEVSUB2,0,1,0,0,CHEVSUB2,1720
NIAL,NISSALTI,1,0,0,1,NISSALTI,697
CHCZ,CHEVCRUZ,1,1,0,1,CHEVCRUZ,0
FEX2,FORDEXL2,1,0,1,1,FORDEXL2,843
CTWN,CHRYTOWN,1,1,1,0,CHRYTOWN,2475
DOGC,DODGGRCA,1,1,1,0,DODGGRCA,1727
VOXF,VOLVXC6F,1,1,1,1,VOLVXC6F,938
KIS2,KIA SPO2,0,1,1,0,KIA SPO2,1112
FOFN,FORDFUSI,1,0,0,1,FORDFUSI,760
FFE5,FORDFIE5,0,1,0,0,FORDFIE5,849
HYTN,HYUNTUC2,1,1,1,0,HYUNTUC2,383
KIFO,KIA FORT,0,0,1,0,KIA FORT,386
NPA2,NISSPAT2,0,1,1,1,NISSPAT2,2417
BX1R,BMW X1 RWD,0,1,1,1,BMW X1 RWD,908
CTWN,CHRYTOWN,1,0,1,0,CHRYTOWN,645
FFET,FORDFIES,1,0,0,0,FORDFIES,2244
MA6I,MAZD6SED,0,0,1,1,MAZD6SED,1888
HYSL,HYUNSONA,0,0,1,0,HYUNSONA,1466
HYEL,HYUNELAN,0,0,1,1,HYUNELAN,615
FEX2,FORDEXL2,1,0,0,0,FORDEXL2,2081
HYSL,HYUNSONA,1,0,1,0,HYUNSONA,1820
BRET,BUICREGT,1,1,1,0,BUICREGT,1207
K900,KIA K900 SEDAN,0,1,1,1,KIA K900 SEDAN,1153
FEXP,FORDEXPL,1,1,0,0,FORDEXPL,988
CHIP,CHEVIMPL,0,1,1,0,CHEVIMPL,1470
HYSL,HYUNSONA,1,1,0,1,HYUNSONA,6495
FOFN,FORDFUSI,0,1,1,1,FORDFUSI,128
HYSL,HYUNSONA,0,1,0,1,HYUNSONA,1726
MA6I,MAZD6SED,0,1,0,0,MAZD6SED,1108
KIS2,KIA SPO2,0,0,1,0,KIA SPO2,2117
HYSL,HYUNSONA,1,1,1,0,HYUNSONA,964
FEXP,FORDEXPL,0,0,0,1,FORDEXPL,704
TOYB,TOYOCRLA,0,1,1,1,TOYOCRLA,1193
HYSL,HYUNDAI SONATA  4DR/5PSGR,1,1,1,1,HYUNDAI SONATA  4DR/5PSGR,1667
FTRW,FORDTRAW,1,0,0,1,FORDTRAW,758
CTWN,CHRYTOWN,1,0,1,1,CHRYTOWN,528
CSU2,CHEVSUB2,0,1,0,1,CHEVSUB2,185
KS74,KIA SO74,0,0,1,1,KIA SO74,958
